SAP Community Tags;;;;;;;;;;;
"And Associated ""Tag Pages""";;;;;;;;;;;
;;;;;;;;;;;
Tag Names;;;;;;;;Allowed Tagging;Term ID;Associated Tag Page (Click on a link to open the page and follow the tag);
;;;SAP On-Shelf Availability;;;;(level 3);Primary and secondary;67838200100800004021;https://go.sap.com/community/tag.html?id=67838200100800004021;
;;;SAP On-Shelf Availability for Store Associates for iPad;;;;(level 3);Primary and secondary;67838200100800004023;https://go.sap.com/community/tag.html?id=67838200100800004023;
;;;SAP On-Shelf Availability for Store Managers for iPad;;;;(level 3);Primary and secondary;67838200100800004842;https://go.sap.com/community/tag.html?id=67838200100800004842;
;;;SAP On-Shelf Availability integration;;;;(level 3);Primary and secondary;67838200100800006250;https://go.sap.com/community/tag.html?id=67838200100800006250;
;;SAP Railcar Management Component;;;;;(level 2);Displayed, but not selectable;73554900100700001138;N/A;
;;;locomotive management;;;;(level 3);Primary and secondary;01200314690800002040;https://go.sap.com/community/tag.html?id=01200314690800002040;
;;;SAP Railcar Management Component;;;;(level 3);Primary and secondary;01200615320800000766;https://go.sap.com/community/tag.html?id=01200615320800000766;
;;;SAP Railcar Management tracking add-on;;;;(level 3);Primary and secondary;01200615320800000786;https://go.sap.com/community/tag.html?id=01200615320800000786;
;;SAP Retail Store Ops;;;;;(level 2);Displayed, but not selectable;73554900100700001154;N/A;
;;;SAP Retail Store Ops Associate for iPhone;;;;(level 3);Primary and secondary;67838200100800005425;https://go.sap.com/community/tag.html?id=67838200100800005425;
;;;SAP Retail Store Ops Manager for iOS;;;;(level 3);Primary and secondary;67837800100800004463;https://go.sap.com/community/tag.html?id=67837800100800004463;
;;SAP Sales and Operations Planning;;;;;(level 2);Displayed, but not selectable;73554900100700001163;N/A;
;;;SAP Sales and Operations Planning;;;;(level 3);Primary and secondary;67837800100800007076;https://go.sap.com/community/tag.html?id=67837800100800007076;
;;;SAP Sales and Operations Planning (SAP SOP);;;;(level 3);Primary and secondary;01200615320800000692;https://go.sap.com/community/tag.html?id=01200615320800000692;
;;;SAP Sales and Operations Planning OnDemand;;;;(level 3);Primary and secondary;01200615320800003649;https://go.sap.com/community/tag.html?id=01200615320800003649;
;;;SAP Sales and Operations Planning rapid-deployment solution;;;;(level 3);Primary and secondary;01200314690800001989;https://go.sap.com/community/tag.html?id=01200314690800001989;
;;SAP Secondary Distribution for Oil & Gas;;;;;(level 2);Displayed, but not selectable;73554900100700001084;N/A;
;;;SAP Secondary Distribution for Oil & Gas;;;;(level 3);Primary and secondary;01200314690800000136;https://go.sap.com/community/tag.html?id=01200314690800000136;
;;SAP Supply Chain Info Center;;;;;(level 2);Displayed, but not selectable;73554900100700001199;N/A;
;;;SAP Supply Chain Info Center;;;;(level 3);Primary and secondary;67837800100800005972;https://go.sap.com/community/tag.html?id=67837800100800005972;
;;SAP Supply Chain Management;;;;;(level 2);Displayed, but not selectable;73554900100700001200;N/A;
;;;attribute-based planning for supply network planning;;;;(level 3);Primary and secondary;73555000100800000239;https://go.sap.com/community/tag.html?id=73555000100800000239;
;;;SAP enhancement package for SAP SCM, version for SAP HANA;;;;(level 3);Primary and secondary;67838200100800004844;https://go.sap.com/community/tag.html?id=67838200100800004844;
;;;SAP enhancement package for SAP Supply Chain Management;;;;(level 3);Primary and secondary;01200314690800000557;https://go.sap.com/community/tag.html?id=01200314690800000557;
;;;SAP Supply Chain Management;;;;(level 3);Primary and secondary;01200615320800000492;https://go.sap.com/community/tag.html?id=01200615320800000492;
;;;SAP Supply Chain Management, add-on for transportation management;;;;(level 3);Primary and secondary;01200314690800000205;https://go.sap.com/community/tag.html?id=01200314690800000205;
;;;SAP Supply Chain Management, enterprise services bundle;;;;(level 3);Primary and secondary;01200314690800000160;https://go.sap.com/community/tag.html?id=01200314690800000160;
;;SAP Supply Chain Performance Management;;;;;(level 2);Displayed, but not selectable;73554900100700001201;N/A;
;;;SAP Supply Chain Performance Management;;;;(level 3);Primary and secondary;01200615320800001006;https://go.sap.com/community/tag.html?id=01200615320800001006;
;;SAP Supply Chain Response Management by icon-scm;;;;;(level 2);Displayed, but not selectable;73554900100700001202;N/A;
;;;SAP Supply Chain Response Management by icon-scm;;;;(level 3);Primary and secondary;01200615320800003016;https://go.sap.com/community/tag.html?id=01200615320800003016;
;;SAP Supply Network Collaboration;;;;;(level 2);Displayed, but not selectable;73554900100700001203;N/A;
;;;SAP Supply Network Collaboration;;;;(level 3);Primary and secondary;01200615320800000702;https://go.sap.com/community/tag.html?id=01200615320800000702;
;;;SAP Supply Network Collaboration, UI add-on for purchase order collaboration;;;;(level 3);Primary and secondary;67837800100800006740;https://go.sap.com/community/tag.html?id=67837800100800006740;
;;SAP Transport Notification and Status;;;;;(level 2);Displayed, but not selectable;73554900100700001216;N/A;
;;;SAP Transport Notification and Status;;;;(level 3);Primary and secondary;01200615320800003833;https://go.sap.com/community/tag.html?id=01200615320800003833;
;;;SAP Transport Notification and Status for Android;;;;(level 3);Primary and secondary;01200615320800003846;https://go.sap.com/community/tag.html?id=01200615320800003846;
;;SAP Transport Tendering;;;;;(level 2);Displayed, but not selectable;73554900100700001217;N/A;
;;;SAP Transport Tendering;;;;(level 3);Primary and secondary;01200615320800003834;https://go.sap.com/community/tag.html?id=01200615320800003834;
;;;SAP Transport Tendering for iPhone;;;;(level 3);Primary and secondary;01200615320800003847;https://go.sap.com/community/tag.html?id=01200615320800003847;
;;SAP Transportation Management;;;;;(level 2);Displayed, but not selectable;73554900100700001218;N/A;
;;;convergent invoicing enablement for SAP Transportation Management;;;;(level 3);Primary and secondary;67838200100800004267;https://go.sap.com/community/tag.html?id=67838200100800004267;
;;;SAP Transportation Management;;;;(level 3);Primary and secondary;01200615320800000686;https://go.sap.com/community/tag.html?id=01200615320800000686;
;;;SAP Transportation Management, localization for Russia;;;;(level 3);Primary and secondary;67838200100800006898;https://go.sap.com/community/tag.html?id=67838200100800006898;
;;SAP Transportation Resource Planning;;;;;(level 2);Displayed, but not selectable;73554900100700001219;N/A;
;;;SAP Transportation Resource Planning;;;;(level 3);Primary and secondary;67837800100800007299;https://go.sap.com/community/tag.html?id=67837800100800007299;
;;SAP Yard Logistics;;;;;(level 2);Displayed, but not selectable;73555000100700000020;N/A;
;;;SAP Yard Logistics;;;;(level 3);Primary and secondary;73554900100800000291;https://go.sap.com/community/tag.html?id=73554900100800000291;
;;service parts management;;;;;(level 2);Displayed, but not selectable;73554900100700001250;N/A;
;;;service parts management;;;;(level 3);Primary and secondary;01200314690800000121;https://go.sap.com/community/tag.html?id=01200314690800000121;
;;SmartOps Adaptive Structural Forecasting;;;;;(level 2);Displayed, but not selectable;73554900100700001254;N/A;
;;;SmartOps Adaptive Structural Forecasting;;;;(level 3);Primary and secondary;67837800100800007101;https://go.sap.com/community/tag.html?id=67837800100800007101;
;;SmartOps Production Planning with Pattern Optimization;;;;;(level 2);Displayed, but not selectable;73554900100700001255;N/A;
;;;SmartOps Production Planning with Pattern Optimization;;;;(level 3);Primary and secondary;67837800100800007099;https://go.sap.com/community/tag.html?id=67837800100800007099;
;;Sybase RFID Anywhere;;;;;(level 2);Displayed, but not selectable;73554900100700001282;N/A;
;;;Sybase RFID Anywhere;;;;(level 3);Primary and secondary;67837800100800005506;https://go.sap.com/community/tag.html?id=67837800100800005506;
;;accelerated application delivery;;;;;(level 2);Displayed, but not selectable;73554900100700000647;N/A;
;;;accelerated application delivery for OEMs;;;;(level 3);Primary and secondary;67837800100800005618;https://go.sap.com/community/tag.html?id=67837800100800005618;
;;;accelerated application delivery for SAP NetWeaver;;;;(level 3);Primary and secondary;01200615320800001077;https://go.sap.com/community/tag.html?id=01200615320800001077;
;;Alloy;;;;;(level 2);Displayed, but not selectable;73554900100700000652;N/A;
;;;Alloy;;;;(level 3);Primary and secondary;01200615320800001742;https://go.sap.com/community/tag.html?id=01200615320800001742;
;;Build;;;;;(level 2);Displayed, but not selectable;73555000100700000032;N/A;
;;;Build;;;;(level 3);Primary and secondary;73554900100800000322;https://go.sap.com/community/tag.html?id=73554900100800000322;
;;conversion, migration, and analysis tools;;;;;(level 2);Displayed, but not selectable;73554900100700000698;N/A;
;;;conversion, migration, and analysis tools;;;;(level 3);Primary and secondary;01200314690800000427;https://go.sap.com/community/tag.html?id=01200314690800000427;
;;Dell Boomi AtomSphere;;;;;(level 2);Displayed, but not selectable;73554900100700000703;N/A;
;;;Dell Boomi AtomSphere;;;;(level 3);Primary and secondary;67838200100800005509;https://go.sap.com/community/tag.html?id=67838200100800005509;
;;field masking for Web Client UI;;;;;(level 2);Displayed, but not selectable;73554900100700001653;N/A;
;;;field masking for Web Client UI;;;;(level 3);Primary and secondary;73555000100800000427;https://go.sap.com/community/tag.html?id=73555000100800000427;
;;Hortonworks Data Platform for SAP Software;;;;;(level 2);Displayed, but not selectable;73554900100700000716;N/A;
;;;Hortonworks Data Platform for SAP Software;;;;(level 3);Primary and secondary;67838200100800006383;https://go.sap.com/community/tag.html?id=67838200100800006383;
;;Intel Distribution for Apache Hadoop for SAP Software;;;;;(level 2);Displayed, but not selectable;73554900100700000722;N/A;
;;;Intel Distribution for Apache Hadoop for SAP Software;;;;(level 3);Primary and secondary;67838200100800006438;https://go.sap.com/community/tag.html?id=67838200100800006438;
;;OpTier;;;;;(level 2);Displayed, but not selectable;73554900100700001295;N/A;
;;;OpTier;;;;(level 3);Primary and secondary;73554900100800000193;https://go.sap.com/community/tag.html?id=73554900100800000193;
;;portal development kit for Microsoft .NET;;;;;(level 2);Displayed, but not selectable;73554900100700000745;N/A;
;;;portal development kit for Microsoft .NET;;;;(level 3);Primary and secondary;01200314690800000144;https://go.sap.com/community/tag.html?id=01200314690800000144;
;;"project ""Cloudifier""";;;;;(level 2);Displayed, but not selectable;73554900100700001352;N/A;
;;;"project ""Cloudifier""";;;;(level 3);Primary and secondary;67837800100800007297;https://go.sap.com/community/tag.html?id=67837800100800007297;
;;remote support component;;;;;(level 2);Displayed, but not selectable;73554900100700000755;N/A;
;;;remote support component;;;;(level 3);Primary and secondary;01200615320800002847;https://go.sap.com/community/tag.html?id=01200615320800002847;
;;SAP Add-On Assembly Kit;;;;;(level 2);Displayed, but not selectable;73554900100700001294;N/A;
;;;SAP Add-On Assembly Kit;;;;(level 3);Primary and secondary;73554900100800000209;https://go.sap.com/community/tag.html?id=73554900100800000209;
;;SAP Afaria;;;;;(level 2);Displayed, but not selectable;73554900100700000770;N/A;
;;;SAP Afaria;;;;(level 3);Primary and secondary;01200615320800003031;https://go.sap.com/community/tag.html?id=01200615320800003031;
;;SAP Agile Data Preparation;;;;;(level 2);Displayed, but not selectable;73555000100700000092;N/A;
;;;SAP Agile Data Preparation, on-premise edition;;;;(level 3);Primary and secondary;73554900100800000200;https://go.sap.com/community/tag.html?id=73554900100800000200;
;;SAP API Management;;;;;(level 2);Displayed, but not selectable;73554900100700000774;N/A;
;;;SAP API Management, cloud edition;;;;(level 3);Primary and secondary;67838200100800006828;https://go.sap.com/community/tag.html?id=67838200100800006828;
;;;SAP API Management, on-premise edition;;;;(level 3);Primary and secondary;73554900100800000011;https://go.sap.com/community/tag.html?id=73554900100800000011;
;;SAP Application Interface Framework;;;;;(level 2);Displayed, but not selectable;73554900100700000776;N/A;
;;;SAP Application Interface Framework;;;;(level 3);Primary and secondary;01200314690800001892;https://go.sap.com/community/tag.html?id=01200314690800001892;
;;SAP Application Visualization by iRise;;;;;(level 2);Displayed, but not selectable;73554900100700000778;N/A;
;;;SAP Application Visualization by iRise;;;;(level 3);Primary and secondary;01200314690800001925;https://go.sap.com/community/tag.html?id=01200314690800001925;
;;;SAP Application Visualization by iRise, add-on for general SAP solutions;;;;(level 3);Primary and secondary;01200314690800001926;https://go.sap.com/community/tag.html?id=01200314690800001926;
;;;SAP Application Visualization by iRise, add-on for SRM;;;;(level 3);Primary and secondary;01200314690800002012;https://go.sap.com/community/tag.html?id=01200314690800002012;
;;SAP Approve All;;;;;(level 2);Displayed, but not selectable;73554900100700000779;N/A;
;;;SAP Approve All;;;;(level 3);Primary and secondary;67838200100800005365;https://go.sap.com/community/tag.html?id=67838200100800005365;
;;SAP Authenticator;;;;;(level 2);Displayed, but not selectable;73554900100700000789;N/A;
;;;SAP Authenticator for Android;;;;(level 3);Primary and secondary;67838200100800006647;https://go.sap.com/community/tag.html?id=67838200100800006647;
;;;SAP Authenticator for iOS;;;;(level 3);Primary and secondary;67838200100800006567;https://go.sap.com/community/tag.html?id=67838200100800006567;
;;SAP Business Designer by Software AG;;;;;(level 2);Displayed, but not selectable;73554900100700000801;N/A;
;;;SAP Business Designer by Software AG;;;;(level 3);Primary and secondary;01200314690800000241;https://go.sap.com/community/tag.html?id=01200314690800000241;
;;SAP Business Package;;;;;(level 2);Displayed, but not selectable;73554900100700000804;N/A;
;;;SAP Business Package for CIDX;;;;(level 3);Primary and secondary;01200314690800000142;https://go.sap.com/community/tag.html?id=01200314690800000142;
;;;SAP Business Package for Rosettanet;;;;(level 3);Primary and secondary;01200314690800000143;https://go.sap.com/community/tag.html?id=01200314690800000143;
;;;SAP Business Package for Standards for Automotive Retail (STAR);;;;(level 3);Primary and secondary;01200314690800000152;https://go.sap.com/community/tag.html?id=01200314690800000152;
;;SAP Business Process Automation by Redwood;;;;;(level 2);Displayed, but not selectable;73554900100700001293;N/A;
;;;SAP Business Process Automation by Redwood;;;;(level 3);Primary and secondary;73555000100800000147;https://go.sap.com/community/tag.html?id=73555000100800000147;
;;;SAP Central Process Scheduling by Redwood;;;;(level 3);Primary and secondary;01200615320800000859;https://go.sap.com/community/tag.html?id=01200615320800000859;
;;SAP Business Publisher by Software AG;;;;;(level 2);Displayed, but not selectable;73554900100700000809;N/A;
;;;SAP Business Publisher by Software AG;;;;(level 3);Primary and secondary;01200314690800001207;https://go.sap.com/community/tag.html?id=01200314690800001207;
;;SAP Cloud Appliance Library;;;;;(level 2);Displayed, but not selectable;73554900100700000838;N/A;
;;;SAP Cloud Appliance Library;;;;(level 3);Primary and secondary;67837800100800004473;https://go.sap.com/community/tag.html?id=67837800100800004473;
;;SAP Cloud Applications Studio;;;;;(level 2);Displayed, but not selectable;73554900100700000839;N/A;
;;;SAP Cloud Applications Studio;;;;(level 3);Primary and secondary;67837800100800006741;https://go.sap.com/community/tag.html?id=67837800100800006741;
;;SAP Cloud Identity Access Governance;;;;;(level 2);Displayed, but not selectable;73554900100700000844;N/A;
;;;SAP Cloud Identity;;;;(level 3);Primary and secondary;67837800100800007337;https://go.sap.com/community/tag.html?id=67837800100800007337;
;;SAP Connected Health;;;;;(level 2);Displayed, but not selectable;73555000100700000147;N/A;
;;;SAP Connected Health platform;;;;(level 3);Primary and secondary;73555000100800000141;https://go.sap.com/community/tag.html?id=73555000100800000141;
;;SAP Critical Infrastructure Protection by AlertEnterprise;;;;;(level 2);Displayed, but not selectable;73554900100700000872;N/A;
;;;SAP Critical Infrastructure Protection by AlertEnterprise;;;;(level 3);Primary and secondary;67837800100800006749;https://go.sap.com/community/tag.html?id=67837800100800006749;
;;SAP Digital Consumer Insight;;;;;(level 2);Displayed, but not selectable;73554900100700001631;N/A;
;;;SAP Digital Consumer Insight;;;;(level 3);Primary and secondary;73555000100800000342;https://go.sap.com/community/tag.html?id=73555000100800000342;
;;SAP enterprise modeling applications by Software AG;;;;;(level 2);Displayed, but not selectable;73554900100700001461;N/A;
;;;SAP Business Process Optimization by Software AG;;;;(level 3);Primary and secondary;01200314690800000242;https://go.sap.com/community/tag.html?id=01200314690800000242;
;;SAP Enterprise Modeling by Software AG;;;;;(level 2);Displayed, but not selectable;73554900100700000938;N/A;
;;;SAP Enterprise Modeling by Software AG;;;;(level 3);Primary and secondary;01200615320800000728;https://go.sap.com/community/tag.html?id=01200615320800000728;
;;SAP Enterprise Threat Detection;;;;;(level 2);Displayed, but not selectable;73554900100700000947;N/A;
;;;SAP Enterprise Threat Detection;;;;(level 3);Primary and secondary;67837800100800007359;https://go.sap.com/community/tag.html?id=67837800100800007359;
;;SAP Extended Diagnostics by CA;;;;;(level 2);Displayed, but not selectable;73554900100700000960;N/A;
;;;SAP Extended Diagnostics by CA;;;;(level 3);Primary and secondary;67837800100800007197;https://go.sap.com/community/tag.html?id=67837800100800007197;
;;;SAP Extended Diagnostics by CA Wily;;;;(level 3);Primary and secondary;01200314690800000961;https://go.sap.com/community/tag.html?id=01200314690800000961;
;;SAP Fiori;;;;;(level 2);Primary and secondary;73554900100700000977;https://go.sap.com/community/tag.html?id=73554900100700000977;
;;;Approve Leave Requests;;;;(level 3);Primary and secondary;67838200100800006134;https://go.sap.com/community/tag.html?id=67838200100800006134;
;;;Approve Purchase Contracts;;;;(level 3);Primary and secondary;67838200100800006057;https://go.sap.com/community/tag.html?id=67838200100800006057;
;;;Approve Purchase Orders;;;;(level 3);Primary and secondary;67838200100800006136;https://go.sap.com/community/tag.html?id=67838200100800006136;
;;;Approve Purchase Requisitions;;;;(level 3);Primary and secondary;67838200100800006137;https://go.sap.com/community/tag.html?id=67838200100800006137;
;;;Approve Requests;;;;(level 3);Primary and secondary;67838200100800006142;https://go.sap.com/community/tag.html?id=67838200100800006142;
;;;Approve Shopping Carts;;;;(level 3);Primary and secondary;67838200100800006135;https://go.sap.com/community/tag.html?id=67838200100800006135;
;;;Approve Timesheets;;;;(level 3);Primary and secondary;67838200100800006121;https://go.sap.com/community/tag.html?id=67838200100800006121;
;;;Approve Travel Expenses;;;;(level 3);Primary and secondary;67838200100800006119;https://go.sap.com/community/tag.html?id=67838200100800006119;
;;;Approve Travel Requests;;;;(level 3);Primary and secondary;67838200100800006120;https://go.sap.com/community/tag.html?id=67838200100800006120;
;;;Change Sales Orders;;;;(level 3);Primary and secondary;67838200100800006131;https://go.sap.com/community/tag.html?id=67838200100800006131;
;;;Check Price and Availability;;;;(level 3);Primary and secondary;67838200100800006127;https://go.sap.com/community/tag.html?id=67838200100800006127;
;;;Create Sales Orders;;;;(level 3);Primary and secondary;67838200100800006128;https://go.sap.com/community/tag.html?id=67838200100800006128;
;;;Customer Invoices;;;;(level 3);Primary and secondary;67838200100800006132;https://go.sap.com/community/tag.html?id=67838200100800006132;
;;;My Benefits;;;;(level 3);Primary and secondary;67838200100800006118;https://go.sap.com/community/tag.html?id=67838200100800006118;
;;;My Leave Requests;;;;(level 3);Primary and secondary;67838200100800006133;https://go.sap.com/community/tag.html?id=67838200100800006133;
;;;My Paystubs;;;;(level 3);Primary and secondary;67838200100800006117;https://go.sap.com/community/tag.html?id=67838200100800006117;
;;;My Shopping Cart;;;;(level 3);Primary and secondary;67838200100800006122;https://go.sap.com/community/tag.html?id=67838200100800006122;
;;;My Spend;;;;(level 3);Primary and secondary;67838200100800006123;https://go.sap.com/community/tag.html?id=67838200100800006123;
;;;My Timesheet;;;;(level 3);Primary and secondary;67838200100800006109;https://go.sap.com/community/tag.html?id=67838200100800006109;
;;;My Travel Requests;;;;(level 3);Primary and secondary;67838200100800006115;https://go.sap.com/community/tag.html?id=67838200100800006115;
;;;Order from Requisitions;;;;(level 3);Primary and secondary;67838200100800006248;https://go.sap.com/community/tag.html?id=67838200100800006248;
;;;SAP Fiori app implementation foundation;;;;(level 3);Primary and secondary;73555000100800000043;https://go.sap.com/community/tag.html?id=73555000100800000043;
;;;SAP Fiori apps for travel management in SAP ERP;;;;(level 3);Primary and secondary;73555000100800000461;https://go.sap.com/community/tag.html?id=73555000100800000461;
;;;SAP Fiori Client for Android;;;;(level 3);Primary and secondary;67838200100800006537;https://go.sap.com/community/tag.html?id=67838200100800006537;
;;;SAP Fiori Client for iOS;;;;(level 3);Primary and secondary;67837800100800007345;https://go.sap.com/community/tag.html?id=67837800100800007345;
;;;SAP Fiori Client for Windows;;;;(level 3);Primary and secondary;73555000100800000162;https://go.sap.com/community/tag.html?id=73555000100800000162;
;;;SAP Fiori Client for Windows Phone;;;;(level 3);Primary and secondary;73555000100800000152;https://go.sap.com/community/tag.html?id=73555000100800000152;
;;;SAP Fiori for request approvals;;;;(level 3);Primary and secondary;67838200100800006469;https://go.sap.com/community/tag.html?id=67838200100800006469;
;;;SAP Fiori for SAP Business Suite foundation component;;;;(level 3);Primary and secondary;73554900100800000019;https://go.sap.com/community/tag.html?id=73554900100800000019;
;;;SAP Fiori for SAP Commercial Project Management;;;;(level 3);Primary and secondary;67837800100800007396;https://go.sap.com/community/tag.html?id=67837800100800007396;
;;;SAP Fiori for SAP CRM;;;;(level 3);Primary and secondary;67838200100800006299;https://go.sap.com/community/tag.html?id=67838200100800006299;
;;;SAP Fiori for SAP Customer Activity Repository retail applications bundle;;;;(level 3);Primary and secondary;67838200100800006947;https://go.sap.com/community/tag.html?id=67838200100800006947;
;;;SAP Fiori for SAP Demand Signal Management;;;;(level 3);Primary and secondary;67837800100800007377;https://go.sap.com/community/tag.html?id=67837800100800007377;
;;;SAP Fiori for SAP EHS Management;;;;(level 3);Primary and secondary;67837800100800007356;https://go.sap.com/community/tag.html?id=67837800100800007356;
;;;SAP Fiori for SAP ERP;;;;(level 3);Primary and secondary;67838200100800006297;https://go.sap.com/community/tag.html?id=67838200100800006297;
;;;SAP Fiori for SAP ERP HCM;;;;(level 3);Primary and secondary;73555000100800000089;https://go.sap.com/community/tag.html?id=73555000100800000089;
;;;SAP Fiori for SAP Event Management;;;;(level 3);Primary and secondary;67838200100800006867;https://go.sap.com/community/tag.html?id=67838200100800006867;
;;;SAP Fiori for SAP Extended Warehouse Management;;;;(level 3);Primary and secondary;73554900100800000543;https://go.sap.com/community/tag.html?id=73554900100800000543;
;;;SAP Fiori for SAP Fashion Management;;;;(level 3);Primary and secondary;73554900100800000151;https://go.sap.com/community/tag.html?id=73554900100800000151;
;;;SAP Fiori for SAP HANA Live for SAP Advanced Planning and Optimization;;;;(level 3);Primary and secondary;67838200100800006336;https://go.sap.com/community/tag.html?id=67838200100800006336;
;;;SAP Fiori for SAP HANA Live for SAP Business Suite foundation component;;;;(level 3);Primary and secondary;67838200100800006358;https://go.sap.com/community/tag.html?id=67838200100800006358;
;;;SAP Fiori for SAP HANA Live for SAP ERP;;;;(level 3);Primary and secondary;67838200100800006357;https://go.sap.com/community/tag.html?id=67838200100800006357;
;;;SAP Fiori for SAP HANA Live for SAP solutions for GRC;;;;(level 3);Primary and secondary;67838200100800006604;https://go.sap.com/community/tag.html?id=67838200100800006604;
;;;SAP Fiori for SAP hybris Marketing;;;;(level 3);Primary and secondary;67838200100800006648;https://go.sap.com/community/tag.html?id=67838200100800006648;
;;;SAP Fiori for SAP Information Lifecycle Management;;;;(level 3);Primary and secondary;67838200100800006599;https://go.sap.com/community/tag.html?id=67838200100800006599;
;;;SAP Fiori for SAP Master Data Governance;;;;(level 3);Primary and secondary;67838200100800006538;https://go.sap.com/community/tag.html?id=67838200100800006538;
;;;SAP Fiori for SAP Portfolio and Project Management;;;;(level 3);Primary and secondary;67838200100800006338;https://go.sap.com/community/tag.html?id=67838200100800006338;
;;;SAP Fiori for SAP S/4HANA;;;;(level 3);Primary and secondary;73555000100800000131;https://go.sap.com/community/tag.html?id=73555000100800000131;
;;;SAP Fiori for SAP S/4HANA Finance;;;;(level 3);Primary and secondary;67838200100800006420;https://go.sap.com/community/tag.html?id=67838200100800006420;
;;;SAP Fiori for SAP SCM;;;;(level 3);Primary and secondary;67838200100800006427;https://go.sap.com/community/tag.html?id=67838200100800006427;
;;;SAP Fiori for SAP Secondary Distribution for Oil & Gas;;;;(level 3);Primary and secondary;73554900100800000705;https://go.sap.com/community/tag.html?id=73554900100800000705;
;;;SAP Fiori for SAP Solution Manager;;;;(level 3);Primary and secondary;73555000100800000012;https://go.sap.com/community/tag.html?id=73555000100800000012;
;;;SAP Fiori for SAP solutions for GRC;;;;(level 3);Primary and secondary;67838200100800006407;https://go.sap.com/community/tag.html?id=67838200100800006407;
;;;SAP Fiori for SAP SRM;;;;(level 3);Primary and secondary;67838200100800006307;https://go.sap.com/community/tag.html?id=67838200100800006307;
;;;SAP Fiori for SAP Test Data Migration Server;;;;(level 3);Primary and secondary;67838200100800006899;https://go.sap.com/community/tag.html?id=67838200100800006899;
;;;SAP Fiori front-end server;;;;(level 3);Primary and secondary;73555000100800000163;https://go.sap.com/community/tag.html?id=73555000100800000163;
;;;SAP Fiori principal apps for SAP ERP;;;;(level 3);Primary and secondary;67838200100800006468;https://go.sap.com/community/tag.html?id=67838200100800006468;
;;;SAP Fiori principal apps for SAP SRM;;;;(level 3);Primary and secondary;67838200100800006467;https://go.sap.com/community/tag.html?id=67838200100800006467;
;;;SAP Fiori transactional apps for SAP CRM;;;;(level 3);Primary and secondary;67838200100800006447;https://go.sap.com/community/tag.html?id=67838200100800006447;
;;;SAP Fiori transactional apps for SAP ERP;;;;(level 3);Primary and secondary;67838200100800006437;https://go.sap.com/community/tag.html?id=67838200100800006437;
;;;SAP Fiori, cloud edition;;;;(level 3);Primary and secondary;73554900100800000375;https://go.sap.com/community/tag.html?id=73554900100800000375;
;;;SAP Fiori, demo cloud edition;;;;(level 3);Primary and secondary;73555000100800000061;https://go.sap.com/community/tag.html?id=73555000100800000061;
;;;Track Purchase Order;;;;(level 3);Primary and secondary;67838200100800006247;https://go.sap.com/community/tag.html?id=67838200100800006247;
;;;Track Sales Order;;;;(level 3);Primary and secondary;67838200100800006129;https://go.sap.com/community/tag.html?id=67838200100800006129;
;;;Track Shipments;;;;(level 3);Primary and secondary;67838200100800006130;https://go.sap.com/community/tag.html?id=67838200100800006130;
;;;Track Shopping Carts;;;;(level 3);Primary and secondary;67838200100800006230;https://go.sap.com/community/tag.html?id=67838200100800006230;
;;SAP Folders Management;;;;;(level 2);Displayed, but not selectable;73554900100700000979;N/A;
;;;SAP Folders Management;;;;(level 3);Primary and secondary;01200615320800000573;https://go.sap.com/community/tag.html?id=01200615320800000573;
;;SAP Forms as a Service by Adobe;;;;;(level 2);Displayed, but not selectable;73554900100700001362;N/A;
;;;SAP Forms as a Service by Adobe;;;;(level 3);Primary and secondary;73555000100800000066;https://go.sap.com/community/tag.html?id=73555000100800000066;
;;SAP Fortify by HPE;;;;;(level 2);Displayed, but not selectable;73554900100700000982;N/A;
;;;SAP Fortify by HPE;;;;(level 3);Primary and secondary;67837800100800007391;https://go.sap.com/community/tag.html?id=67837800100800007391;
;;SAP Geographical Enablement Framework;;;;;(level 2);Displayed, but not selectable;73555000100700000117;N/A;
;;;SAP Geographical Enablement Framework;;;;(level 3);Primary and secondary;73554900100800000358;https://go.sap.com/community/tag.html?id=73554900100800000358;
;;SAP HANA;;;;;(level 2);Primary and secondary;73554900100700000996;https://go.sap.com/community/tag.html?id=73554900100700000996;
;;;application function library SDK for SAP HANA;;;;(level 3);Primary and secondary;67838200100800006927;https://go.sap.com/community/tag.html?id=67838200100800006927;
;;;development tools for SAP HANA Cloud Platform;;;;(level 3);Primary and secondary;67838200100800004383;https://go.sap.com/community/tag.html?id=67838200100800004383;
;;;IoT SIM management for SAP HANA;;;;(level 3);Primary and secondary;73555000100800000256;https://go.sap.com/community/tag.html?id=73555000100800000256;
;;;SAP HANA accelerator for SAP ASE;;;;(level 3);Primary and secondary;73555000100800000062;https://go.sap.com/community/tag.html?id=73555000100800000062;
;;;SAP HANA data warehousing foundation;;;;(level 3);Primary and secondary;73555000100800000041;https://go.sap.com/community/tag.html?id=73555000100800000041;
;;;SAP HANA dynamic tiering;;;;(level 3);Primary and secondary;73554900100800000063;https://go.sap.com/community/tag.html?id=73554900100800000063;
;;;SAP HANA Info Access;;;;(level 3);Primary and secondary;67838200100800006287;https://go.sap.com/community/tag.html?id=67838200100800006287;
;;;SAP HANA Info Access for iOS;;;;(level 3);Primary and secondary;67837800100800005832;https://go.sap.com/community/tag.html?id=67837800100800005832;
